title,text,subject,date
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,30-04-2015
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,10-02-2014
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,17-03-2016
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,15-09-2024
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,12-01-2001
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,07-02-2008
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,18-11-2005
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,27-09-2009
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,22-07-2012
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,14-11-2014
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,18-01-2014
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,05-10-2005
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,21-06-2023
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,03-01-2008
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,23-09-2018
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,28-08-2008
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,23-01-2014
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,09-11-2017
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,14-01-2007
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,17-12-2020
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,04-12-2020
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,07-06-2014
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,08-10-2003
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,18-07-2012
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,29-11-2014
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,16-02-2022
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,17-03-2021
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,06-09-2011
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,07-04-2019
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,05-09-2011
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,24-12-2008
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,07-02-2005
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,05-05-2000
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,31-12-2009
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,05-06-2003
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,11-10-2001
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,14-10-2020
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,11-07-2006
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,14-09-2001
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,21-07-2017
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,04-03-2019
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,20-02-2001
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,11-03-2013
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,11-12-2018
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,27-03-2008
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,25-10-2002
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,17-01-2016
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,21-12-2011
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,16-11-2007
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,20-09-2000
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,30-03-2002
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,17-03-2013
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,16-10-2013
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,09-08-2014
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,28-12-2018
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,22-04-2008
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,24-06-2024
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,16-08-2005
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,05-12-2001
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,05-04-2001
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,29-09-2023
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,22-01-2018
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,29-07-2023
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,24-08-2003
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,27-12-2000
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,30-11-2018
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,24-09-2008
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,18-05-2014
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,15-06-2014
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,22-05-2008
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,18-07-2008
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,25-08-2021
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,24-12-2012
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,16-01-2023
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,12-02-2005
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,25-07-2011
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,01-08-2007
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,07-07-2004
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,26-11-2020
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,11-08-2020
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,04-09-2020
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,15-09-2024
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,19-02-2000
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,08-04-2005
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,27-09-2014
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,15-05-2003
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,16-12-2019
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,03-07-2007
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,16-06-2001
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,30-11-2004
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,12-03-2017
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,04-03-2002
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,25-03-2013
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,19-12-2024
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,11-06-2021
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,26-03-2004
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,27-01-2017
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,05-12-2023
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,16-08-2021
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,17-03-2006
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,13-07-2009
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,15-10-2011
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,05-05-2002
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,07-10-2001
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,25-02-2007
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,04-08-2024
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,30-08-2009
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,13-07-2006
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,04-04-2009
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,18-06-2005
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,07-08-2019
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,11-06-2008
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,17-01-2001
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,24-11-2013
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,02-04-2017
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,15-10-2024
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,13-07-2008
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,12-12-2010
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,18-03-2021
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,05-08-2024
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,01-05-2011
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,20-04-2023
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,04-04-2010
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,21-11-2013
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,28-10-2006
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,02-10-2013
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,19-10-2016
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,04-04-2016
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,01-12-2016
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,16-09-2001
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,08-02-2003
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,08-10-2002
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,12-03-2000
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,17-02-2005
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,14-04-2011
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,25-05-2012
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,22-10-2014
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,09-11-2018
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,22-04-2018
